"aquaticSiteType","siteID","locationID","year","samplingImpractical","habitatType","samplerType","targetTaxaPresent","chemSubsampleID","sampleCollected","benthicArea","sampleDepth","growthForm","taxonID","class","arealAdjDryMass","arealAdjAshFreeDryMass","biomass","type"
"lake","PRLA","P8",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","STPE15","Liliopsida",0.07,0.06,0.06,"plant"
"lake","PRLA","P9",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.1,"submerged","POFR3","Liliopsida",0.02,0.01,0.01,"plant"
"lake","PRLA","P10",2021,NA,"littoral","rake","Y",NA,"Y",1.6,0.7,"submerged","MYSI","Magnoliopsida",0.06,0.05,0.05,"plant"
"lake","PRLA","P10",2021,NA,"littoral","rake","Y",NA,"Y",1.6,0.7,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRLA","P10",2021,NA,"littoral","rake","Y","PRLA.20210706.AP1.P10.CN","Y",1.6,0.7,"submerged","STPE15","Liliopsida",1.53,1.17,1.17,"plant"
"lake","PRLA","P5",2021,NA,"littoral","rake","N",NA,NA,1.6,1.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRLA","P1",2022,NA,"littoral","rake","N",NA,NA,1.6,1.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRLA","P2",2022,NA,"littoral","rake","N",NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRLA","P3",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P3.CN","Y",1.6,0.8,"submerged","STPE15","Liliopsida",5.62,4.44,4.44,"plant"
"lake","PRLA","P3",2022,NA,"littoral","rake","Y","PRLA.20220728.AP2.P3.CN","Y",1.6,0.8,"submerged","PORI2","Liliopsida",0.69,0.58,0.58,"plant"
"lake","PRLA","P4",2022,NA,"littoral","rake","Y",NA,"Y",1.6,0.7,"submerged","PORI2","Liliopsida",0.36,0.31,0.31,"plant"
"lake","PRLA","P4",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P4.CN","Y",1.6,0.7,"submerged","STPE15","Liliopsida",28.45,22.6,22.6,"plant"
"lake","PRLA","P5",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P5.CN","Y",1.6,0.9,"submerged","PORI2","Liliopsida",20.56,16.22,16.22,"plant"
"lake","PRLA","P5",2022,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"submerged","STPE15","Liliopsida",0.59,0.5,0.5,"plant"
"lake","PRLA","P6",2022,NA,"littoral","rake","Y","PRLA.20220728.AP2.P6.CN","Y",1.6,1,"submerged","STPE15","Liliopsida",6.16,4.57,4.57,"plant"
"lake","PRLA","P6",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P6.CN","Y",1.6,1,"submerged","MYSI","Magnoliopsida",5.71,4.36,4.36,"plant"
"lake","PRLA","P7",2022,NA,"littoral","rake","N",NA,NA,1.6,1.2,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRLA","P8",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P8.CN","Y",1.6,0.9,"submerged","STPE15","Liliopsida",7.34,5.31,5.31,"plant"
"lake","PRLA","P9",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P9.CN","Y",1.6,0.6,"submerged","STPE15","Liliopsida",122.48,91,91,"plant"
"lake","PRLA","P10",2022,NA,"littoral","rake","Y","PRLA.20220728.AP1.P10.CN","Y",1.6,0.7,"submerged","STPE15","Liliopsida",40.39,31.15,31.15,"plant"
"lake","PRPO","P5",2015,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P2",2015,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P9",2015,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2015,NA,"littoral","rake","Y",NA,"Y",1.6,1.2,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P3",2015,NA,"littoral","rake","Y",NA,"Y",1.6,1.4,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P8",2016,NA,"littoral",NA,"N",NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P2",2016,NA,"littoral",NA,"N",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2016,NA,"littoral","quadrat, benthic","Y","PRPO.20160711.TYLA.Q1","Y",0.25,0.1,"emergent","TYLA","Liliopsida",221.87,209.53,209.53,"plant"
"lake","PRPO","P6",2016,NA,"littoral","rake","Y",NA,"Y",1.6,0.8,"submerged","UNKALG",NA,78.09,57.94,57.94,"plant"
"lake","PRPO","P9",2016,NA,"littoral","quadrat, benthic","Y","PRPO.20160711.TYLA.Q9","Y",0.25,0.1,"emergent","TYLA","Liliopsida",396.53,370.22,370.22,"plant"
"lake","PRPO","P9",2016,NA,"littoral","quadrat, benthic","Y",NA,"Y",0.25,0.1,"emergent","UNKALG",NA,8.84,6.73,6.73,"plant"
"lake","PRPO","P5",2016,NA,"littoral","quadrat, benthic","Y","PRPO.20160711.STPE15.Q5","Y",0.25,0.1,"emergent","STPE15","Liliopsida",0.33,NA,0.273450396825397,"plant"
"lake","PRPO","P5",2016,NA,"littoral","quadrat, benthic","Y",NA,"Y",0.25,0.1,"emergent","UNKALG",NA,73.06,51.54,51.54,"plant"
"lake","PRPO","P5",2016,NA,"littoral","quadrat, benthic","Y","PRPO.20160711.TYLA.Q5","Y",0.25,0.1,"emergent","TYLA","Liliopsida",147.98,136.71,136.71,"plant"
"lake","PRPO","P4",2016,NA,"littoral","quadrat, benthic","Y",NA,"Y",0.25,0.2,"emergent","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P4",2016,NA,"littoral","quadrat, benthic","Y","PRPO.20160711.TYLA.Q4","Y",0.25,0.2,"emergent","TYLA","Liliopsida",313,291.06,291.06,"plant"
"lake","PRPO","P7",2016,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"submerged","UNKALG",NA,26.73,17.78,17.78,"plant"
"lake","PRPO","P3",2016,NA,"littoral",NA,"N",NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P10",2016,NA,"littoral",NA,"N",NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2017,NA,"littoral","rake","N",NA,NA,1.6,0.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P2",2017,NA,"littoral","rake","N",NA,NA,1.6,0.4,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P3",2017,NA,"littoral","rake","N",NA,NA,1.6,0.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P4",2017,NA,"littoral","rake","N",NA,NA,1.6,0.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P5",2017,NA,"littoral","quadrat, benthic","Y","PRPO.20170718.TYLA.P5","Y",0.25,0.1,"emergent","TYLA","Liliopsida",23.74,21.59,21.59,"plant"
"lake","PRPO","P6",2017,NA,"littoral","rake","N",NA,NA,1.6,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P7",2017,NA,"littoral","quadrat, benthic","Y","PRPO.20170718.TYLA.P7","Y",0.25,0.1,"emergent","TYLA","Liliopsida",316.03,294.52,294.52,"plant"
"lake","PRPO","P8",2017,NA,"littoral","rake","N",NA,NA,1.6,0.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P9",2017,NA,"littoral","quadrat, benthic","Y","PRPO.20170718.TYLA.P9","Y",0.25,0.1,"emergent","TYLA","Liliopsida",37.26,34.33,34.33,"plant"
"lake","PRPO","P10",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.2,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2018,NA,"littoral","rake","N",NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P2",2018,NA,"littoral","rake","N",NA,NA,1.6,0.7,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P3",2018,NA,"littoral","rake","Y",NA,"Y",1.6,0.2,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P4",2018,NA,"littoral","rake","N",NA,NA,1.6,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P5",2018,NA,"littoral","rake","N",NA,NA,1.6,0.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P6",2018,NA,"littoral","rake","N",NA,NA,1.6,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P7",2018,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P8",2018,NA,"littoral","quadrat, benthic","Y",NA,"Y",0.25,0.1,"emergent","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P8",2018,NA,"littoral","quadrat, benthic","Y","PRPO.20180718.TYLA.P8","Y",0.25,0.1,"emergent","TYLA","Liliopsida",7.72,7.05,7.05,"plant"
"lake","PRPO","P9",2018,NA,"littoral","rake","N",NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P10",2018,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2019,NA,"littoral","rake","N",NA,NA,1.6,1.1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P2",2019,NA,"littoral","rake","N",NA,NA,1.6,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P3",2019,NA,"littoral","rake","N",NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P4",2019,NA,"littoral","rake","N",NA,NA,1.6,1.1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P5",2019,NA,"littoral","rake","Y",NA,"Y",1.6,0.8,"submerged","POPU7","Liliopsida",0.17,0.13,0.13,"plant"
"lake","PRPO","P5",2019,NA,"littoral","rake","Y",NA,"Y",1.6,0.8,"submerged","UNKALG",NA,12.69,5.98,5.98,"plant"
"lake","PRPO","P6",2019,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P7",2019,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P8",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P9",2019,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P10",2019,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"submerged","UNKALG",NA,0.82,0.4,0.4,"plant"
"lake","PRPO","P10",2019,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"submerged","STPE15","Liliopsida",0.02,0.01,0.01,"plant"
"lake","PRPO","P1",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.7,"submerged","UNKALG",NA,1.19,0.94,0.94,"plant"
"lake","PRPO","P2",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","UNKALG",NA,1.52,0.75,0.75,"plant"
"lake","PRPO","P3",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.4,"submerged","UNKALG",NA,0.24,0.09,0.09,"plant"
"lake","PRPO","P4",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.5,"submerged","UNKALG",NA,3.97,2.48,2.48,"plant"
"lake","PRPO","P5",2020,NA,"littoral","quadrat, floating","Y","PRPO.20200715.TYAN.P5","Y",0.25,0.9,"emergent","TYAN","Liliopsida",42.39,36.29,36.29,"plant"
"lake","PRPO","P6",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.5,"submerged","POPU7","Liliopsida",0.02,0.02,0.02,"plant"
"lake","PRPO","P6",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.5,"submerged","UNKALG",NA,8.43,4.92,4.92,"plant"
"lake","PRPO","P7",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1,"submerged","UNKALG",NA,22.91,15.42,15.42,"plant"
"lake","PRPO","P8",2020,NA,"littoral","rake","N",NA,NA,1.6,1.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P9",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.1,"submerged","UNKALG",NA,18.93,15.91,15.91,"plant"
"lake","PRPO","P10",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2021,NA,"littoral","rake","N",NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P2",2021,NA,"littoral","rake","Y","PRPO.20210719.AP1.P2.CN","Y",1.6,0.8,"submerged","STPE15","Liliopsida",2.14,1.44,1.44,"plant"
"lake","PRPO","P3",2021,NA,"littoral","rake","N",NA,NA,1.6,0.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P4",2021,NA,"littoral","rake","N",NA,NA,1.6,0.7,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P5",2021,NA,"littoral","rake","N",NA,NA,1.6,0.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P6",2021,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P7",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1,"submerged","UNKALG",NA,2.53,1.61,1.61,"plant"
"lake","PRPO","P8",2021,NA,"littoral","quadrat, floating","Y","PRPO.20210719.AP1.P8.CN","Y",0.25,0.2,"emergent","TYLA","Liliopsida",893.75,842.33,842.33,"plant"
"lake","PRPO","P9",2021,NA,"littoral","rake","Y",NA,"Y",1.6,0.7,"submerged","STPE15","Liliopsida",0.42,0.22,0.22,"plant"
"lake","PRPO","P9",2021,NA,"littoral","rake","Y",NA,"Y",1.6,0.7,"submerged","UNKALG",NA,14.73,7.19,7.19,"plant"
"lake","PRPO","P10",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1,"submerged",NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P1",2022,NA,"littoral","rake","Y","PRPO.20220803.AP1.P1.CN","Y",1.6,0.9,"submerged","STPE15","Liliopsida",8.83,7,7,"plant"
"lake","PRPO","P2",2022,NA,"littoral","rake","N",NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P3",2022,NA,"littoral","rake","N",NA,NA,1.6,0.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P4",2022,NA,"littoral","rake","Y","PRPO.20220803.AP1.P4.CN","Y",1.6,0.4,"submerged","STPE15","Liliopsida",5.4,4.45,4.45,"plant"
"lake","PRPO","P5",2022,NA,"littoral","quadrat, floating","Y","PRPO.20220803.AP1.P5.CN","Y",0.25,0.3,"emergent","TYLA","Liliopsida",358.46,325.55,325.55,"plant"
"lake","PRPO","P6",2022,NA,"littoral","rake","Y",NA,"Y",1.6,1,"submerged","UNKALG",NA,0.72,0.26,0.26,"plant"
"lake","PRPO","P7",2022,NA,"littoral","rake","N",NA,NA,1.6,1.2,NA,NA,NA,NA,NA,NA,"plant"
"lake","PRPO","P8",2022,NA,"littoral","quadrat, floating","Y","PRPO.20220803.AP1.P8.CN","Y",0.25,0.2,"emergent","JUAR2","Liliopsida",151.32,140.53,140.53,"plant"
"lake","PRPO","P9",2022,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"submerged","STPE15","Liliopsida",0.31,0.27,0.27,"plant"
"lake","PRPO","P10",2022,NA,"littoral","rake","Y","PRPO.20220803.AP1.P10.CN","Y",1.6,1.1,"submerged","STPE15","Liliopsida",37.16,29.58,29.58,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.BRUSH.T5","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.PUDANK.T5","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SPEM.T5","Y",0.25,NA,"emergent","SPEM","Magnoliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SALA.T5","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.FERN1.T5","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE2.T5","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q5",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE1.T5","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q3",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SUTRI.T3","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q3",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SALA.T3","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q3",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.FERN1.T3","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q3",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE1.T3","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q3",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.BRUSH.T3","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q1",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SALA.T1","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q1",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.LEMI.T1","Y",0.25,NA,"emergent","LEMI6","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q1",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SPEM.T1","Y",0.25,NA,"emergent","SPEM","Magnoliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q1",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE1.T1","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q1",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.BRUSH.T1","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.FERN1.T4","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SPEM.T4","Y",0.25,NA,"emergent","SPEM","Magnoliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE1.T4","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SUTRI.T4","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SALA.T4","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","LEMI6","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q4",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE2.T4","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q2",2014,NA,"run","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","UNKALG",NA,NA,NA,NA,"plant"
"stream","ARIK","Q2",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SPEM.T2","Y",0.25,NA,"emergent","SPEM","Magnoliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q2",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.POACEAE1.T2","Y",0.25,NA,"emergent","POACEA","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q2",2014,NA,"run","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","LEMI6","Liliopsida",NA,NA,NA,"plant"
"stream","ARIK","Q2",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.SALA.T2","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q2",2014,NA,"run","quadrat, benthic","Y","ARIK.20140722.FERN1.T2","Y",0.25,NA,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"stream","ARIK","Q1",2015,NA,"run","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","ARIK","Q3",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.PINKFLOWER.Q3","Y",0.25,NA,"emergent","2PLANT",NA,176.59,157.19,157.19,"plant"
"stream","ARIK","Q2",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.PINKFLOWER.Q2","Y",0.25,NA,"emergent","2PLANT",NA,110.28,99.12,99.12,"plant"
"stream","ARIK","Q2",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.THINSWORD.Q2","Y",0.25,NA,"emergent","2PLANT",NA,227.12,205.77,205.77,"plant"
"stream","ARIK","Q2",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.POACEAE2.Q2","Y",0.25,NA,"emergent","POACEA","Liliopsida",9.91,8.8,8.8,"plant"
"stream","ARIK","Q4",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.SAGITTERIA.Q4","Y",0.25,NA,"submerged","SAGIT","Liliopsida",1.16,0.95,0.95,"plant"
"stream","ARIK","Q4",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.UNKFERN.Q4","Y",0.25,NA,"submerged","2PLANT",NA,0.3,0.22,0.22,"plant"
"stream","ARIK","Q4",2015,NA,"run","quadrat, benthic","Y",NA,"Y",0.25,NA,"submerged","LEMI6","Liliopsida",0.07,0.08,0.08,"plant"
"stream","ARIK","Q4",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.BULRUSH.Q4","Y",0.25,NA,"submerged","2PLANT",NA,167.98,148.32,148.32,"plant"
"stream","ARIK","Q4",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.POACEAE2.Q4","Y",0.25,NA,"submerged","POACEA","Liliopsida",0.82,0.72,0.72,"plant"
"stream","ARIK","Q4",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.POACEAE1.Q4","Y",0.25,NA,"submerged","POACEA","Liliopsida",8.76,8.33,8.33,"plant"
"stream","ARIK","Q5",2015,NA,"run","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","POACEA","Liliopsida",0.14,0.14,0.14,"plant"
"stream","ARIK","Q5",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.UNKFERN.Q5","Y",0.25,NA,"emergent","2PLANT",NA,15.95,11.51,11.51,"plant"
"stream","ARIK","Q5",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.SAGITTERIA.Q5","Y",0.25,NA,"emergent","SAGIT","Liliopsida",3.5,2.98,2.98,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.SAGITTERIA.Q6","Y",0.25,NA,"emergent","SAGIT","Liliopsida",18.4,16.14,16.14,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.THINSWORD.Q6","Y",0.25,NA,"emergent","2PLANT",NA,121.29,107.14,107.14,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.UNKFERN.Q6","Y",0.25,NA,"emergent","2PLANT",NA,9.32,7.15,7.15,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.POACEAE2.Q6","Y",0.25,NA,"emergent","POACEA","Liliopsida",9.64,8.23,8.23,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","LEMI6","Liliopsida",0.04,0.08,0.08,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.BULRUSH.Q6","Y",0.25,NA,"emergent","2PLANT",NA,77.63,69.01,69.01,"plant"
"stream","ARIK","Q6",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.POACEAE1.Q6","Y",0.25,NA,"emergent","POACEA","Liliopsida",0.76,0.66,0.66,"plant"
"stream","ARIK","Q7",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.SPEAR.Q7","Y",0.25,NA,"emergent","2PLANT",NA,41.17,35.86,35.86,"plant"
"stream","ARIK","Q7",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.BUTTERCUP.Q7","Y",0.25,NA,"emergent","2PLANT",NA,0.41,0.2,0.2,"plant"
"stream","ARIK","Q7",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.SAGITTERIA.Q7","Y",0.25,NA,"emergent","SAGIT","Liliopsida",0.84,0.69,0.69,"plant"
"stream","ARIK","Q7",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.THINSWORD.Q7","Y",0.25,NA,"emergent","2PLANT",NA,1.48,1.24,1.24,"plant"
"stream","ARIK","Q7",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.LEMI.Q7","Y",0.25,NA,"emergent","LEMI6","Liliopsida",1.03,0.76,0.76,"plant"
"stream","ARIK","Q8",2015,NA,"pool","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","UNKALG",NA,0.66,0.6,0.6,"plant"
"stream","ARIK","Q8",2015,NA,"pool","quadrat, benthic","Y",NA,"Y",0.25,NA,"emergent","LEMI6","Liliopsida",0.15,0.18,0.18,"plant"
"stream","ARIK","Q8",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.SPEAR.Q8","Y",0.25,NA,"emergent","2PLANT",NA,165.83,146.23,146.23,"plant"
"stream","ARIK","Q8",2015,NA,"pool","quadrat, benthic","Y","ARIK.20150713.TRIANGLESEDGE.Q8","Y",0.25,NA,"emergent","2PLANT",NA,11.84,10.44,10.44,"plant"
"stream","ARIK","Q9",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.POACEAE2.Q9","Y",0.25,NA,"emergent","POACEA","Liliopsida",1.92,1.72,1.72,"plant"
"stream","ARIK","Q9",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.UNKFERN.Q9","Y",0.25,NA,"emergent","2PLANT",NA,21.16,16.35,16.35,"plant"
"stream","ARIK","Q9",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.SAGITTERIA.Q9","Y",0.25,NA,"emergent","SAGIT","Liliopsida",0.93,0.82,0.82,"plant"
"stream","ARIK","Q9",2015,NA,"run","quadrat, benthic","Y","ARIK.20150713.THINSWORD.Q9","Y",0.25,NA,"emergent","2PLANT",NA,7.75,6.71,6.71,"plant"
